latitude,longitude
23.39648672,84.82805536
23.39083219,84.83212776
23.40582012,84.85294866
23.39669228,84.82989093
23.40369286,84.83583616
23.38914671,84.85070021
23.38229608,84.81771296
23.41915639,84.81972517
23.3914369,84.84194505
23.40640744,84.84050567
23.41988851,84.81748453
23.4062979,84.85413901
23.41564087,84.8079848
23.41464389,84.838635
23.41180378,84.81663171
23.40503719,84.82010761
23.40000691,84.81914239
23.41314878,84.8441715
23.38272961,84.83093453
23.39620655,84.83698152
23.40918384,84.81823184
23.39814163,84.84955182
23.38675375,84.81820236
23.38667123,84.82960637
23.41192199,84.85533808
23.39172879,84.82265883
23.38807354,84.8271149
23.418939,84.85605651
23.41488088,84.85289887
23.426408,84.84944743
23.40395935,84.81340582
23.41343786,84.83782439
23.40018039,84.81357909
23.40131541,84.83953037
23.40194083,84.85269557
23.4250926,84.84695549
23.38468129,84.84114711
23.42430176,84.84746512
23.40621787,84.81645981
23.42679651,84.84532947
23.405902,84.85324568
23.38430821,84.81568045
23.38712096,84.84595893
23.3932092,84.84933579
23.39249798,84.856998
23.39112269,84.82469118
23.39638851,84.84880182
23.41561864,84.85661337
23.39745234,84.83957205
23.41831423,84.81233336
23.38947202,84.84360807
23.39581949,84.84396634
23.39350995,84.84192975
23.40895059,84.83205017
23.38318734,84.84627937
23.38066458,84.85448815
23.39415921,84.83280504
23.38998436,84.80591103
23.42613798,84.81178708
23.39209255,84.8568787
23.38319354,84.82350963
23.39629121,84.84929779
23.41728784,84.80996828
23.40619432,84.83131909
23.395147,84.84123519
23.40363612,84.82307904
23.39862344,84.80682868
23.38370849,84.80744607
23.4131052,84.81023018
23.39187824,84.83132671
23.42209886,84.84044095
23.42333549,84.8108175
23.41837284,84.80744927
23.424547,84.8451749
23.41224065,84.81560258
23.40864513,84.84358126
23.40105335,84.81248485
23.40447653,84.8352498
23.39660235,84.85052793
23.3803841,84.81982059
23.38967968,84.8119875
23.40676861,84.84290493
23.41972822,84.81756234
23.38031317,84.83062118
23.41157014,84.84956974
23.39702279,84.85429782
23.3906024,84.83082135
23.39817577,84.85174761
23.38373743,84.82742052
23.39479787,84.83997301
23.3859763,84.83464701
23.4189138,84.84734985
23.38065069,84.81812506
23.40131313,84.84291021
23.39863895,84.8500953
23.39684636,84.80822758
23.41061244,84.84163271
23.41872873,84.81631575
23.41427642,84.8350261
23.38111557,84.85621825
23.39557824,84.8548778
23.42474865,84.83820149
23.41950922,84.81992337
23.39088047,84.81763404
23.41932341,84.84035701
23.39653138,84.81661646
23.41944003,84.82908944
23.39413761,84.85546427
23.39610022,84.81430228
23.4043611,84.85666047
23.42376149,84.84506148
23.42042491,84.84124957
23.39399786,84.82180971
23.39522524,84.82364835
23.41320366,84.81171953
23.39935215,84.81133138
23.39228884,84.85559238
23.41604334,84.82912964
23.40648399,84.83945991
23.41978613,84.81902713
23.40959017,84.83172227
23.41291383,84.81384506
23.42261313,84.82905536
23.40776095,84.85638906
23.41612256,84.85282692
23.39885951,84.84675109
23.41376126,84.84836443
23.40905188,84.80898477
23.39485458,84.8286925
23.42702378,84.84935426
23.41984645,84.83152025
23.40974648,84.83432741
23.41982521,84.84641285
23.42031214,84.85161767
23.40811867,84.854549
23.40377735,84.81571002
23.39195797,84.82861362
23.39514663,84.85292994
23.39968758,84.83701951
23.38378796,84.84372288
23.38955208,84.84725849
23.3958341,84.82901364
23.38497902,84.80618959
23.41103431,84.83486876
23.39938519,84.83925801
23.38952074,84.81621287
23.39962554,84.81342647
23.41788227,84.85000459
23.42569049,84.8060714
23.38718968,84.84207385
23.39119098,84.80629737
23.38371472,84.82013849
23.39600493,84.82099954
23.38641967,84.81099724
23.38952332,84.83379693
23.40380723,84.81310907
23.42415827,84.82323016
23.38297079,84.84844795
23.41209357,84.83629387
23.38196658,84.82528371
23.39894446,84.81467183
23.39771125,84.81332576
23.40893014,84.83013972
23.39518786,84.83761416
23.41016799,84.80672769
23.40866116,84.80412671
23.38923763,84.85226628
23.41933902,84.82300317
23.3989989,84.83002888
23.39070379,84.83313663
23.38847804,84.83483759
23.41906757,84.83557165
23.38067853,84.83968495
23.41019839,84.82613473
23.38965198,84.80708082
23.40171818,84.83076299
23.42076511,84.82605868
23.38457162,84.81738493
23.40192946,84.80722186
23.41850543,84.85585693
23.40779106,84.82299732
23.40515825,84.81144271
23.42160433,84.83889434
23.39024986,84.84176726
23.41629676,84.81501333
23.39332346,84.81789496
23.39863446,84.8046705
23.42087366,84.82291902
23.42683976,84.81813619
23.41304954,84.84577123
23.39158716,84.81351153
23.40490374,84.81644854
23.41252812,84.80611767
23.40381532,84.84317806
23.42253075,84.81535584
23.38045609,84.80556139
23.38817644,84.80493339
23.41985213,84.82494289
23.42318394,84.84298997
23.38809694,84.8063477
23.40157699,84.82174288
23.3929393,84.81207941
23.38989554,84.82764539
23.42713848,84.84975944
23.40968359,84.81559393
23.41558528,84.81738512
23.40446237,84.8106273
23.39630565,84.84471045
23.40677341,84.82084373
23.42569738,84.83933379
23.39014726,84.81353078
23.40043321,84.80649348
23.39776442,84.85421787
23.39245242,84.85630148
23.40815315,84.84555635
23.38352145,84.82213302
23.42113678,84.8454438
23.42701087,84.84580412
23.41265825,84.81070948
23.3917703,84.84170025
23.40494959,84.85433997
23.38708851,84.85409244
23.39224879,84.81749085
23.39541074,84.81023942
23.40752847,84.84091313
23.38082786,84.82413468
23.38170612,84.82871011
23.41519431,84.83586059
23.40188391,84.83815081
23.4091293,84.82123667
23.37988501,84.81851758
23.38198175,84.80577967
23.42008022,84.81422523
23.41216246,84.8161738
23.41664831,84.84731639
23.41949372,84.84429314
23.38636428,84.80563105
23.42587492,84.85637862
23.39009423,84.83953008
23.41961329,84.84402265
23.38399135,84.81336509
23.39634641,84.83045392
23.41416276,84.85003866
23.40989217,84.8431687
23.39723729,84.83780546
23.40266168,84.82791397
23.39557578,84.82942581
23.41483198,84.83899887
23.39600299,84.8375672
23.39928868,84.836152
23.41470771,84.80411259
23.37952128,84.83571065
23.40335664,84.82427061
23.41973621,84.84675053
23.40490249,84.83860206
23.41202064,84.84598031
23.38423117,84.82933797
23.39242391,84.82901732
23.38841272,84.80920704
23.4005939,84.84683491
23.38144078,84.83951968
23.4248657,84.81816985
23.42405765,84.81333978
23.40218386,84.82519503
23.41216956,84.83907891
23.39349213,84.81905716
23.42385509,84.83011725
23.39378482,84.84448952
23.41072652,84.83588404
23.41350362,84.80769835
23.41417784,84.80528404
23.37978257,84.82406003
23.38155111,84.85479941
23.41569521,84.84617636
23.41297779,84.81246068
23.42284668,84.82466404
23.40908309,84.82787052
23.39982475,84.85278732
23.40545645,84.8258485
23.38606404,84.8488575
23.39054821,84.8042755
23.42643192,84.82383276
23.42049424,84.85677516
23.39091195,84.81090262
23.3821201,84.81544765
23.38462945,84.84208163
23.40790718,84.83005386
23.41718602,84.83907822
23.40107009,84.81985814
23.396407,84.85695472
23.42689796,84.80979158
23.40417797,84.84795523
23.41258506,84.81213666
23.41274787,84.83932592
23.40655938,84.85675334
23.41479223,84.85536575
23.41268283,84.83492328
23.41126127,84.8039985
23.42471188,84.83424474
23.39604532,84.83533395
23.39384856,84.81946135
23.38498471,84.82835011
23.40205442,84.82822123
23.38068759,84.81462282
23.40894793,84.82989012
23.39310487,84.82926409
23.40749026,84.80539375
23.38382487,84.81738486
23.42622961,84.82078375
23.42718138,84.81059962
23.40789656,84.83842001
23.40544854,84.82101018
23.39045028,84.83248665
23.395317,84.80947438
23.417977,84.8322386
23.42034039,84.8209647
23.41576669,84.81237161
23.42616795,84.82088963
23.39476836,84.81180124
23.38644712,84.8501303
23.41583664,84.83749693
23.39512763,84.83165952
23.39158086,84.84876018
23.38068679,84.80590395
23.41070981,84.82093741
23.40437031,84.85459979
23.41212932,84.82498534
23.38669108,84.81238423
23.42304844,84.84444793
23.41336788,84.8432872
23.42217798,84.85146728
23.42177863,84.80746549
23.39803095,84.85005055
23.3880474,84.84244354
23.40355034,84.81860786
23.40953758,84.81119286
23.38852233,84.81099296
23.42678998,84.82862364
23.39976593,84.81569571
23.40873753,84.82011447
23.42237749,84.8070621
23.40709087,84.84306995
23.42229872,84.82659193
23.40515961,84.84719005
23.38401626,84.85416713
23.42326082,84.84654902
23.40624609,84.85149725
23.4135118,84.81021969
23.38620754,84.82061371
23.39470159,84.8450086
23.39890729,84.83085402
23.40755664,84.84419042
23.40225223,84.81895914
23.40655608,84.81512897
23.39827075,84.85655899
23.42349693,84.84298315
23.38706226,84.8357548
23.41983357,84.84131365
23.39299082,84.84086431
23.4168664,84.81779893
23.39131829,84.8270561
23.40824602,84.81473656
23.4151932,84.82645491
23.40889705,84.81609875
23.41734226,84.84568125
23.38195376,84.80653642
23.38670295,84.84019311
23.39165339,84.81254024
23.40892775,84.84893367
23.39557008,84.84917053
23.41616757,84.8318942
23.40715081,84.82893721
23.38052637,84.80674205
23.40194698,84.83892796
23.40030819,84.8515156
23.39975673,84.81401883
23.40739689,84.84988691
23.38712818,84.8548556
23.42462455,84.82270207
23.3916606,84.83370252
23.39047512,84.8165257
23.38783671,85.03621431
23.4049976,85.01359074
23.41322582,85.00976772
23.4041456,85.00650162
23.38711148,85.00674791
23.40005869,85.01396501
23.4060704,85.01734201
23.38951862,85.01601205
23.40313541,85.01149202
23.38847086,85.02689464
23.40931241,85.02721389
23.41352105,85.03335094
23.39406247,85.01606738
23.39863142,85.00837684
23.40207087,85.03470931
23.40983174,85.03310168
23.41397743,85.00747791
23.38767472,85.02771655
23.40012718,85.03095708
23.39981823,85.03267188
23.39460912,85.02288649
23.39932538,85.03116091
23.40104745,85.01979088
23.38718937,85.01435665
23.40036616,85.00592401
23.40582161,85.02747672
23.38425624,85.02084104
23.38669272,85.03762631
23.39331957,85.00894754
23.3973343,85.02338383
23.40527987,85.03071346
23.39418203,85.03089497
23.38975059,85.01820146
23.39660092,85.02474835
23.38598588,85.03040875
23.40823631,85.02442086
23.4127561,85.00803471
23.40410714,85.00695382
23.39913172,85.02618426
23.38837528,85.01235098
23.40661437,85.01950195
23.40760423,85.02712073
23.39662565,85.01843186
23.39529318,85.02870484
23.39868653,85.04137914
23.40458161,85.03598808
23.41197247,85.03959198
23.39740289,85.01914069
23.39161954,85.03421719
23.40668938,85.04005649
23.40583167,85.03061298
23.39974842,85.03912472
23.4021523,85.00936624
23.4105809,85.03027126
23.39780209,85.00690418
23.38988625,85.03045082
23.39381838,85.03617994
23.40739694,85.02390043
23.39802196,85.02697311
23.41415466,85.0342519
23.40491154,85.04100443
23.40975527,85.03855493
23.38488526,85.01477524
23.39427005,85.04068932
23.39136989,85.01954045
23.40278895,85.01156123
23.40044219,85.01493574
23.39247738,85.0258648
23.39376821,85.01253731
23.38534162,85.01836261
23.40467591,85.01016182
23.40763113,85.0393157
23.40707055,85.00524257
23.40133405,85.03033928
23.39509833,85.03600949
23.38491389,85.01909214
23.39482187,85.00524363
23.38802188,85.01116808
23.3905731,85.03124084
23.40412018,85.03994383
23.40427141,85.01415571
23.39509245,85.01770302
23.39264656,85.00697884
23.39832231,85.02788411
23.38997452,85.01851884
23.4124493,85.03033714
23.41355085,85.0295742
23.38554603,85.04029726
23.39928207,85.0413744
23.40352709,85.02860813
23.41146169,85.02511567
23.39541912,85.0371453
23.40942151,85.02344095
23.39189862,85.03395522
23.41418739,85.01188103
23.39728803,85.00966606
23.3927778,85.04116962
23.408964,85.02714026
23.40282612,85.03175941
23.38880305,85.0316254
23.39273681,85.01097011
23.40999952,85.03825765
23.38757063,85.03436524
23.39448265,85.02476617
23.39612338,85.00758394
23.39476899,85.00664015
23.39866074,85.03252866
23.38532173,85.01712091
23.40850517,85.03526013
23.39765992,85.01267426
23.38797255,85.03765564
23.41103162,85.01831802
23.41282501,85.01247044
23.41447878,85.04136763
23.40975887,85.0212779
23.38557257,85.00730399
23.40969626,85.03484977
23.39111781,85.00949119
23.39102723,85.03417332
23.40534677,85.0256398
23.40878884,85.01406341
23.4128246,85.01075389
23.38900447,85.0232498
23.39521668,85.01149385
23.40495371,85.04035514
23.38859834,85.01696389
23.41105556,85.03032132
23.40767264,85.03541744
23.39927234,85.03805498
23.4123573,85.01738095
23.38539662,85.02145249
23.40848907,85.02762387
23.39233801,85.03046556
23.41341063,85.01693543
23.39060199,85.00520015
23.39830795,85.04096814
23.40658661,85.0326206
23.39447964,85.03493561
23.3902026,85.02988033
23.40420078,85.00749909
23.39961791,85.01422782
23.40770611,85.02368514
23.40851159,85.0091614
23.39917006,85.01809089
23.38891418,85.03763185
23.39134421,85.03262135
23.41002147,85.03105701
23.4116022,85.02356481
23.3951225,85.03302032
23.40206812,85.00934395
23.39883253,85.01294392
23.40642983,85.03903216
23.40372969,85.02870014
23.38877905,85.02571474
23.38504182,85.0173088
23.40758475,85.03252507
23.3856502,85.02515367
23.39983516,85.02927239
23.38859646,85.032739
23.39723029,85.02676879
23.38531853,85.0263833
23.38869575,85.03849891
23.39189408,85.02208409
23.4065436,85.01784927
23.4101972,85.02462421
23.38645358,85.01633281
23.38624665,85.01732909
23.41216704,85.01786613
23.41263496,85.02773475
23.38669299,85.03085289
23.4010978,85.03653208
23.40066724,85.01636341
23.40539209,85.03793639
23.39233387,85.02004998
23.41280784,85.02705545
23.39907572,85.02433707
23.39338318,85.02678302
23.38883751,85.02824057
23.39237307,85.03772665
23.4013407,85.0223542
23.39883578,85.02729204
23.38458236,85.00653283
23.3999398,85.02687602
23.40158414,85.02990554
23.40103153,85.03769468
23.40739014,85.02556814
23.40939606,85.02160659
23.39302807,85.03445806
23.40283108,85.03203801
23.39476669,85.01069009
23.39921691,85.03087368
23.38922421,85.01739619
23.40309677,85.02346582
23.40527424,85.02464944
23.41017643,85.03869385
23.40298524,85.0161392
23.40196762,85.01475346
23.39720848,85.00951466
23.40010294,85.00832875
23.41049212,85.01575926
23.41180372,85.01466289
23.40683125,85.01128365
23.39185086,85.03680276
23.39590716,85.01668315
23.40477858,85.01054338
23.3901637,85.03834968
23.39180494,85.01060315
23.38654997,85.0290586
23.4135993,85.0369884
23.4088521,85.0064263
23.39605528,85.03307079
23.411664,85.03168692
23.39597646,85.00982061
23.39847179,85.01170392
23.38977384,85.01878913
23.41430132,85.03077536
23.38785284,85.02409179
23.41169568,85.01134456
23.40350061,85.03061604
23.40704508,85.02800819
23.40360997,85.04107367
23.41070826,85.02631345
23.38681922,85.03767826
23.40413764,85.01076115
23.39334305,85.02608174
23.4132323,85.01041493
23.39435022,85.00495321
23.40785622,85.0242834
23.39147585,85.03032469
23.3854527,85.00483212
23.39244624,85.03030032
23.39660397,85.00671333
23.40638705,85.02626805
23.40990575,85.00998586
23.39191424,85.03040426
23.39322678,85.02585162
23.41147874,85.01355042
23.39514983,85.0352872
23.39992471,85.02068514
23.40880362,85.0363
23.41419373,85.03287893
23.39727525,85.00844108
23.38914928,85.02892021
23.38678253,85.01785912
23.39020845,85.03735179
23.40348081,85.03361958
23.40210572,85.00903141
23.38446023,85.02435096
23.38812352,85.00562677
23.41316462,85.01169606
23.40487488,85.01688778
23.41321552,85.02272961
23.38624938,85.02303461
23.39186165,85.01577566
23.40835992,85.02232116
23.3864735,85.01872416
23.39329972,85.026169
23.40263308,85.0323764
23.39086797,85.00675363
23.40724883,85.03822334
23.40018137,85.01286682
23.39526675,85.03385334
23.41079996,85.01573823
23.40232303,85.03941109
23.40320136,85.01944525
23.38567129,85.01056577
23.38695517,85.01903703
23.3862853,85.00932736
23.39340608,85.01704086
23.38619668,85.03820061
23.41118288,85.014006
23.40033357,85.03370123
23.39703974,85.02600489
23.40758425,85.04113767
23.40578356,85.01623396
23.39007349,85.02651173
23.38410807,85.01852921
23.38461794,85.0379897
23.4128123,85.01242115
23.38671811,85.03724938
23.4094904,85.02194994
23.40070455,85.0323397
23.40694904,85.03921382
23.38841796,85.00713861
23.41202805,85.02671556
23.40967677,85.01776087
23.39003555,85.02632548
23.410668,85.01028772
23.3995886,85.02119324
23.38876211,85.01491546
23.38693962,85.03874971
23.40537783,85.0202589
23.394901,85.01765569
23.3901235,85.03304653
23.41346008,85.01404654
23.3855284,85.02883367
23.38997969,85.02839796
23.40921435,85.03020358
23.41004195,85.03015858
